txn_id,customer_id,product_id,amount,currency,ts,status
t0002228,c01138,p0006,282.2,MXN,2025-03-13 16:48:00,paid
t0002229,c00033,p0097,70.11,EUR,2025-01-05 13:37:00,cancelled
t0002230,c02615,p0003,149.43,USD,2025-02-03 12:07:00,paid
t0002231,c00197,p0100,163.23,EUR,2025-01-25 17:00:00,paid
t0002232,c00408,p0027,99.69,USD,2025-01-05 22:51:00,paid
t0002233,c00545,p0114,41.51,EUR,2025-04-04 22:08:00,paid
t0002234,c02744,p0120,$32.43,USD,2025-01-11 00:42:00,paid
t0002235,c01038,p0046,150.9,EUR,2025-03-11 13:13:00,paid
t0002236,c02088,p0018,34.82,EUR,2025-08-13 20:14:00,paid
t0002237,c01650,p0081,18.34,EUR,2025-04-08 09:36:00,paid
t0002238,c03338,p0090,21.4,EUR,2025-01-05 19:51:00,paid
t0002239,c00321,p0028,74.34,USD,2025-09-22 22:47:00,paid
t0002240,c00809,p0025,33.51,EUR,2025-01-02 09:52:00,cancelled
t0002241,c01855,p0011,209.93,EUR,2025-06-05 14:43:00,paid
t0002242,c01778,p0076,16.13,EUR,2025-01-18 12:45:00,paid
t0002243,c02465,p0072,269.15,USD,2025-07-18 21:42:00,cancelled
t0002244,c02528,p0088,134.43,EUR,2025-04-18 23:32:00,paid
t0002245,c00040,p0091,187.49,MXN,2025-04-28 15:07:00,paid
t0002246,c02270,p0001,15.53,EUR,2025-05-25 15:30:00,paid
t0002247,c00959,p0067,191.15,USD,2025-04-18 22:17:00,paid
t0002248,c00951,p0087,56.81,USD,2025-07-17 13:10:00,paid
t0002249,c00284,p0039,158.74,EUR,2025-03-05 05:37:00,refunded
t0002250,c01026,p0043,86.46,EUR,2025-02-09 22:41:00,Refunded
t0002251,c00917,p0003,$50.42,EUR,2025-08-04 23:22:00,paid
t0002252,c02045,p0058,511.11,USD,2025-02-14 23:31:00,paid
t0002253,c01786,p0077,30.5,USD,2025-02-01 19:01:00,refunded
t0002254,c01495,p0032,385.74,MXN,2025-03-13 04:48:00,refunded
t0002255,c01830,p0119,12.91,USD,2025-01-14 21:17:00,refunded
t0002256,c01592,p0036,16.96,EUR,2025-09-03 18:02:00,paid
t0002257,c01355,p0008,47.03,USD,2025-05-01 06:25:00,paid
t0002258,c01813,p0115,40.34,BRL,2025-01-30 10:04:00,Refunded
t0002259,c01642,p0062,26.53,USD,2025-02-25 00:57:00,cancelled
t0002260,c01990,p0090,37.92,USD,2025-08-15 21:05:00,paid
t0002261,c01650,p0108,"$37,23",MXN,2025-08-22 13:44:00,paid
t0002262,c01372,p0120,39.34,USD,2025-01-18 23:44:00,paid
t0002263,c00816,p0080,139.35,USD,2025-01-26 22:25:00,paid
t0002264,c02689,p0009,"$41,4",MXN,2025-03-22 07:00:00,paid
t0002265,c01670,p0102,31.16,USD,2025-04-09 21:40:00,paid
t0002266,c02963,p0021,94.0,USD,2025-03-20 19:54:00,paid
t0002267,c03351,p0014,40.25,USD,2025-07-19 10:33:00,paid
t0002268,c01209,p0008,13.17,EUR,2025-03-22 23:12:00,paid
t0002269,c02730,p0055,39.87,EUR,2025-09-22 23:36:00,refunded
t0002270,c00136,p0082,25.94,USD,2025-06-07 12:45:00,refunded
t0002271,c00770,p0090,79.45,USD,2025-07-04 16:05:00,paid
t0002272,c01768,p0027,80.38,USD,2025-08-04 11:27:00,paid
t0002273,c00850,p0042,53.78,MXN,2025-08-30 15:04:00,paid
t0002274,c03426,p0090,27.21,EUR,2025-09-25 21:08:00,refunded
t0002275,c00657,p0104,76.7,BRL,2025-01-29 14:23:00,paid
t0002276,c02152,p0031,64.08,USD,2025-08-28 08:00:00,paid
t0002277,c00841,p0031,"$35,35",USD,2025-07-20 16:19:00,refunded
t0002278,c03227,p0058,153.64,USD,2025-01-28 10:28:00,paid
t0002279,c01232,p0039,$91.02,USD,2025-09-21 22:05:00,paid
t0002280,c00124,p0035,112.01,USD,2025-05-14 04:19:00,paid
t0002281,c00749,p0023,21.46,USD,2025-05-10 18:39:00,paid
t0002282,c00062,p0072,138.97,USD,2025-08-02 19:37:00,paid
t0002283,c01147,p0019,63.36,USD,2025-09-19 11:47:00,Paid
t0002284,c00716,p0108,20.49,USD,2025-03-18 20:35:00,cancelled
t0002285,c03461,p0029,122.55,EUR,2025-06-16 22:09:00,paid
t0002286,c02112,p0003,103.17,EUR,2025-01-20 01:29:00,paid
t0002287,c00344,p0012,56.86,USD,2025-09-16 21:30:00,paid
t0002288,c01487,p0022,74.08,USD,2025-02-21 18:32:00,cancelled
t0002289,c00011,p0058,259.48,USD,2025-02-08 07:47:00,cancelled
t0002290,c00989,p0023,$21.09,BRL,2025-02-27 11:23:00,paid
t0002291,c02329,p0071,56.38,EUR,2025-02-17 13:36:00,cancelled
t0002292,c00217,p0117,$77.61,USD,2025-03-28 11:36:00,paid
t0002293,c01784,p0076,18.71,USD,2025-02-05 13:27:00,Refunded
t0002294,c02475,p0005,255.79,EUR,2025-06-27 13:33:00,paid
t0002295,c00855,p0034,76.27,BRL,2025-02-17 12:17:00,paid
t0002296,c02827,p0052,84.29,USD,2025-09-11 11:07:00,paid
t0002297,c01395,p0064,10.15,USD,2025-03-18 14:04:00,paid
t0002298,c00669,p0003,21.4,BRL,2025-01-29 12:57:00,Refunded
t0002299,c01001,p0108,52.49,USD,2025-02-27 14:03:00,paid
t0002300,c02545,p0085,57.98,BRL,2025-04-11 14:26:00,paid
t0002301,c03135,p0094,"155,51",USD,2025-08-22 22:02:00,PAID
t0002302,c00290,p0028,34.51,USD,2025-01-11 13:01:00,Paid
t0002303,c02158,p0036,40.48,USD,2025-01-29 07:16:00,paid
t0002304,c01463,p0075,26.66,USD,2025-08-02 20:33:00,paid
t0002305,,p0022,92.54,USD,2025-03-11 07:01:00,paid
t0002306,c02165,p0041,343.44,USD,2025-03-11 11:22:00,paid
t0002307,c00245,p0045,18.56,USD,2025-09-30 14:35:00,paid
t0002308,c02156,p0080,135.47,USD,2025-08-10 10:44:00,refunded
t0002309,c01169,p0036,86.0,EUR,2025-07-09 21:01:00,paid
t0002310,c00484,p0108,20.58,USD,2025-08-19 00:38:00,cancelled
t0002311,c03223,p0012,91.3,USD,2025-08-10 16:01:00,paid
t0002312,c01501,p0104,57.67,EUR,2025-05-16 15:49:00,paid
t0002313,c02269,p0045,40.49,USD,2025-01-03 11:00:00,refunded
t0002314,c01684,p0071,93.5,EUR,2025-05-07 22:38:00,paid
t0002315,c02535,p0058,607.04,EUR,2025-09-10 11:53:00,paid
t0002316,c02421,p0095,27.05,USD,2025-07-05 07:21:00,paid
t0002317,c00904,p0029,35.79,USD,2025-05-04 19:36:00,paid
t0002318,c01348,p0005,$168.18,USD,2025-03-28 12:05:00,paid
t0002319,c02016,p0008,12.04,USD,2025-03-08 12:29:00,paid
t0002320,c02694,p0016,183.37,MXN,2025-01-09 11:36:00,paid
t0002321,c00032,p0084,175.1,USD,2025-09-29 11:09:00,refunded
t0002322,c01968,p0023,"$15,65",USD,2025-03-20 00:03:00,paid
t0002323,c00028,p0029,37.83,USD,2025-03-13 23:48:00,PAID
t0002324,c00043,p0009,175.02,EUR,2025-03-30 21:50:00,refunded
t0002325,c02791,p0099,€249.36,USD,2025-07-14 22:42:00,paid
t0002326,c02838,p0098,€64.21,USD,2025-03-26 19:02:00,paid
t0002327,c01465,p0094,95.5,BRL,2025-05-25 19:55:00,paid
t0002328,c01814,p0095,13.95,EUR,2025-06-11 20:27:00,refunded
t0002329,c03240,p0002,55.93,BRL,2025-04-13 10:37:00,Refunded
t0002330,c02224,p0003,34.51,USD,2025-08-06 19:15:00,cancelled
t0002331,c01441,p0048,31.74,EUR,2025-02-16 12:01:00,paid
t0002332,c02195,p0068,49.56,MXN,2025-08-05 11:05:00,paid
t0002333,c02207,p0044,€71.51,USD,2025-06-13 10:57:00,paid
t0002334,c00960,p0110,176.11,EUR,2025-09-21 08:15:00,refunded
t0002335,c02070,p0017,5.79,MXN,2025-04-26 19:41:00,paid
t0002336,c00696,p0012,36.77,USD,2025-05-18 15:19:00,paid
t0002337,c00391,p0005,145.72,USD,2025-08-23 13:49:00,refunded
t0002338,c02236,p0020,13.61,USD,2025-01-01 10:30:00,paid
t0002339,c03266,p0047,6.76,USD,2025-09-10 06:46:00,paid
t0002340,c02313,p0076,$49.89,USD,2025-02-09 20:58:00,paid
t0002341,c01396,p0031,47.31,EUR,2025-04-06 08:29:00,Paid
t0002342,c00161,p0050,113.91,EUR,2025-06-28 20:56:00,paid
t0002343,c02547,p0063,26.64,USD,2025-06-28 13:57:00,cancelled
t0002344,c02547,p0037,"€20,35",MXN,2025-04-22 11:30:00,paid
t0002345,c02293,p0107,142.37,EUR,2025-05-21 21:08:00,paid
t0002346,c00309,p0076,75.22,USD,2025-07-14 19:18:00,paid
t0002347,c01316,p0084,429.03,MXN,2025-04-27 14:45:00,paid
t0002348,c03103,p0002,74.64,USD,2025-02-21 10:24:00,refunded
t0002349,c03068,p0082,64.52,USD,2025-04-23 18:35:00,paid
t0002350,c02266,p0115,57.23,MXN,2025-01-12 11:40:00,refunded
t0002351,c00618,p0048,39.92,USD,2025-07-22 06:25:00,paid
t0002352,c02830,p0035,128.28,USD,2025-01-13 10:32:00,paid
t0002353,c00265,p0108,38.84,EUR,2025-08-07 12:42:00,cancelled
t0002354,c02464,p0106,16.33,MXN,2025-07-12 11:18:00,refunded
t0002355,c03200,p0085,28.79,MXN,2025-08-16 19:42:00,paid
t0002356,c00335,p0118,365.43,USD,2025-08-30 12:01:00,paid
t0002357,c02031,p0053,143.46,USD,2025-01-11 16:19:00,paid
t0002358,c03442,p0074,"€1711,79",EUR,2025-09-29 19:24:00,paid
t0002359,c02229,p0092,61.28,USD,2025-04-12 17:43:00,paid
t0002360,c00199,p0008,22.97,USD,2025-03-23 12:20:00,paid
t0002361,c01051,p0008,19.65,MXN,2025-05-30 07:27:00,paid
t0002362,c02360,p0032,232.42,MXN,2025-09-16 16:57:00,paid
t0002363,c00185,p0115,28.07,USD,2025-05-17 10:07:00,paid
t0002364,c00995,p0019,124.75,USD,2025-03-31 00:33:00,paid
t0002365,c02561,p0018,59.97,USD,2025-08-18 19:13:00,paid
t0002366,c00965,p0036,34.85,MXN,2025-06-21 02:22:00,PAID
t0002367,c00415,p0007,124.49,USD,2025-07-27 07:11:00,paid
t0002368,c00406,p0035,€33.55,USD,2025-07-13 11:04:00,paid
t0002369,c02898,p0104,116.75,EUR,2025-05-29 10:24:00,paid
t0002370,c00107,,36.61,MXN,2025-01-18 20:23:00,paid
t0002371,c00304,p0014,29.45,USD,2025-02-04 11:19:00,paid
t0002372,c01292,p0053,26.39,USD,2025-03-25 19:36:00,cancelled
t0002373,c02401,p0024,14.69,EUR,2025-09-08 19:46:00,refunded
t0002374,c00896,p0032,139.11,BRL,2025-08-06 14:23:00,paid
t0002375,c01717,p0092,16.88,USD,2025-09-02 20:09:00,paid
t0002376,c00735,p0052,71.41,USD,2025-05-05 22:52:00,paid
t0002377,c02495,p0096,50.98,EUR,2025-01-18 11:47:00,paid
t0002378,c00616,p0087,48.18,USD,2025-07-12 20:12:00,paid
t0002379,c02793,p0051,28.93,EUR,2025-04-14 08:59:00,paid
t0002380,c02351,p0078,215.52,MXN,2025-01-10 18:56:00,refunded
t0002381,c00327,p0111,9.86,USD,2025-09-22 20:24:00,paid
t0002382,c03251,p0017,15.3,EUR,2025-08-30 10:52:00,paid
t0002383,c00826,p0118,106.95,USD,2025-04-09 15:24:00,cancelled
t0002384,c01140,p0032,122.22,EUR,2025-08-02 11:25:00,paid
t0002385,c00048,p0006,238.68,USD,2025-08-28 10:01:00,refunded
t0002386,c01811,p0063,24.07,USD,2025-04-05 16:57:00,paid
t0002387,c01899,p0093,31.64,EUR,2025-04-15 22:11:00,refunded
t0002388,c00130,p0047,17.23,USD,2025-01-29 23:42:00,paid
t0002389,c01082,p0035,215.76,EUR,2025-08-21 19:33:00,paid
t0002390,c02351,p0008,26.62,MXN,2025-01-12 22:39:00,paid
t0002391,c02817,p0119,19.73,MXN,2025-03-22 03:50:00,paid
t0002392,c00564,p0063,40.3,USD,2025-09-12 21:50:00,Paid
t0002393,c03498,p0118,222.88,BRL,2025-08-22 11:10:00,paid
t0002394,c02281,p0040,95.8,USD,2025-05-15 21:54:00,refunded
t0002395,c02216,p0029,179.87,USD,2025-05-06 12:18:00,refunded
t0002396,c01895,p0105,46.84,USD,2025-03-26 17:51:00,cancelled
t0002397,c00101,p0012,16.17,USD,2025-09-15 14:58:00,paid
t0002398,c02117,p0018,47.08,MXN,2025-03-19 22:57:00,paid
t0002399,c01530,p0103,26.34,USD,2025-03-13 22:51:00,refunded
t0002400,c00110,p0082,$80.83,USD,2025-07-16 12:05:00,cancelled
t0002401,c00199,p0048,46.31,USD,2025-05-13 07:40:00,paid
t0002402,c00656,p0099,86.98,USD,2025-09-28 07:24:00,paid
t0002403,c02636,p0019,55.72,USD,2025-08-18 22:46:00,paid
t0002404,c00071,p0086,29.58,USD,2025-09-24 21:25:00,paid
t0002405,c03016,p0107,113.81,USD,2025-06-27 18:53:00,paid
t0002406,c00074,p0019,"$102,75",EUR,2025-08-20 11:19:00,cancelled
t0002407,c00251,p0003,43.62,USD,2025-03-17 11:39:00,paid
t0002408,c02913,p0095,63.5,USD,2025-06-06 13:46:00,paid
t0002409,c02784,p0100,184.75,USD,2025-09-01 12:34:00,paid
t0002410,c00093,p0070,65.89,USD,2025-08-25 23:31:00,paid
t0002411,c02151,p0031,196.8,EUR,2025-06-04 12:39:00,cancelled
t0002412,c02227,p0098,$34.6,USD,2025-01-30 14:51:00,paid
t0002413,c00702,p0079,"22,84",MXN,2025-01-30 22:29:00,refunded
t0002414,c00390,p0027,324.23,MXN,2025-09-18 12:36:00,cancelled
t0002415,c02833,p0067,246.85,USD,2025-09-16 21:19:00,paid
t0002416,c00827,p0011,125.05,EUR,2025-09-22 15:14:00,refunded
t0002417,c01447,p0035,32.17,USD,2025-07-12 22:00:00,paid
t0002418,c02366,p0007,113.1,MXN,2025-03-30 12:01:00,paid
t0002419,c01632,p0036,$30.46,MXN,2025-04-12 13:04:00,paid
t0002420,c01493,p0083,21.87,USD,2025-01-02 21:23:00,paid
t0002421,c02415,p0092,55.13,USD,2025-09-06 12:02:00,paid
t0002422,c02163,p0116,36.46,USD,2025-05-24 13:15:00,paid
t0002423,c00390,p0042,"$39,16",MXN,2025-08-25 14:07:00,paid
t0002424,c02945,p0068,21.16,USD,2025-05-20 19:54:00,Refunded
t0002425,c00912,p0097,74.82,EUR,2025-08-25 19:20:00,Paid
t0002426,c02126,p0023,"€36,91",EUR,2025-06-09 12:35:00,cancelled
t0002427,c02779,p0070,61.16,USD,2025-09-03 20:29:00,paid
t0002428,c01972,p0004,103.63,USD,2025-05-15 23:43:00,cancelled
t0002429,c02014,p0073,141.56,BRL,2025-09-05 20:12:00,paid
t0002430,c01783,p0086,18.82,BRL,2025-05-09 19:01:00,paid
t0002431,c00464,p0074,72.86,USD,2025-06-01 13:41:00,paid
t0002432,c01186,p0019,38.8,USD,2025-02-26 22:56:00,paid
t0002433,c00662,p0120,91.03,MXN,2025-07-01 12:49:00,refunded
t0002434,c01669,p0081,12.12,USD,2025-08-04 13:29:00,paid
t0002435,c01446,p0107,23.67,EUR,2025-08-24 19:12:00,paid
t0002436,c00767,p0048,62.23,MXN,2025-05-14 14:45:00,cancelled
t0002437,c00364,p0062,18.67,USD,2025-09-09 20:54:00,paid
t0002438,c02413,p0006,254.02,USD,2025-06-07 12:17:00,paid
t0002439,c01366,p0068,51.6,MXN,2025-02-08 09:58:00,Paid
t0002440,c00354,p0005,351.94,USD,2025-06-18 18:50:00,paid
t0002441,c02056,p0027,140.92,USD,2025-06-15 19:43:00,paid
t0002442,c01449,p0018,60.31,USD,2025-04-28 08:42:00,paid
t0002443,c02978,p0065,10.92,USD,2025-05-21 06:57:00,paid
t0002444,c01121,p0013,11.98,EUR,2025-02-06 21:33:00,paid
t0002445,c00542,p0119,17.33,USD,2025-07-08 13:47:00,paid
t0002446,c02276,p0005,400.99,USD,2025-07-25 14:21:00,paid
t0002447,c01061,p0007,287.75,EUR,2025-03-12 12:07:00,PAID
t0002448,c02256,p0049,37.27,EUR,2025-08-28 13:50:00,Paid
t0002449,c02374,p0109,23.32,USD,2025-04-14 11:39:00,paid
t0002450,c01757,p0089,12.53,EUR,2025-04-28 19:49:00,paid
t0002451,c02590,p0108,28.38,EUR,2025-02-02 14:46:00,paid
t0002452,c00778,p0106,29.14,EUR,2025-07-18 21:36:00,refunded
t0002453,c01088,p0102,82.58,USD,2025-08-31 23:42:00,refunded
t0002454,c02758,p0036,54.33,USD,2025-02-25 15:49:00,paid
t0002455,c03001,p0098,42.26,USD,2025-07-12 11:02:00,paid
t0002456,c00007,p0074,26.32,EUR,2025-05-25 20:56:00,paid
t0002457,c00904,p0006,161.5,USD,2025-05-20 20:05:00,paid
t0002458,c00188,p0008,21.77,EUR,2025-06-25 14:38:00,paid
t0002459,c02271,p0063,18.81,EUR,2025-07-22 12:34:00,refunded
t0002460,c00226,p0098,66.19,USD,2025-04-30 20:18:00,refunded
t0002461,c02984,p0001,62.64,USD,2025-03-06 12:14:00,paid
t0002462,c02426,p0049,64.18,MXN,2025-07-02 12:48:00,paid
t0002463,c03087,p0070,146.77,USD,2025-01-04 22:01:00,paid
t0002464,c01699,p0110,"$150,15",EUR,2025-07-12 16:38:00,paid
t0002465,c02269,p0044,20.29,MXN,2025-03-22 15:59:00,paid
t0002466,c00332,p0060,23.06,EUR,2025-02-25 10:39:00,paid
t0002467,c00924,p0004,99.0,EUR,2025-01-23 01:07:00,paid
t0002468,c02355,p0103,11.4,USD,2025-09-03 15:21:00,Paid
t0002469,c02853,p0034,56.66,USD,2025-01-17 10:52:00,paid
t0002470,c00050,p0016,334.21,EUR,2025-02-18 20:20:00,paid
t0002471,c02585,p0086,23.13,EUR,2025-07-13 13:11:00,paid
t0002472,c00036,p0016,288.64,USD,2025-09-02 12:02:00,Refunded
t0002473,c03067,p0089,12.88,USD,2025-08-30 18:35:00,paid
t0002474,c00458,p0038,135.89,USD,2025-04-02 13:12:00,paid
t0002475,c00700,p0014,28.44,USD,2025-01-12 21:43:00,paid
t0002476,c00538,p0086,24.04,EUR,2025-01-31 14:11:00,paid
t0002477,c03202,p0079,31.38,USD,2025-05-25 14:20:00,paid
t0002478,c03425,p0116,"€93,09",BRL,2025-08-11 02:40:00,paid
t0002479,c01778,p0105,26.24,BRL,2025-02-13 05:19:00,paid
t0002480,c01957,p0095,56.0,USD,2025-05-12 09:23:00,Paid
t0002481,c02442,p0046,107.06,USD,2025-04-04 17:12:00,refunded
t0002482,c00767,p0038,477.78,USD,2025-05-12 09:24:00,paid
t0002483,c02115,p0007,557.92,MXN,2025-01-25 22:53:00,cancelled
t0002484,c02450,p0004,37.08,USD,2025-05-25 23:38:00,paid
t0002485,c00619,p0112,603.92,BRL,2025-07-25 16:40:00,paid
t0002486,c03405,p0080,103.55,EUR,2025-05-26 23:20:00,cancelled
t0002487,c00187,p0020,33.74,BRL,2025-04-20 21:21:00,paid
t0002488,c01548,p0048,$38.46,BRL,2025-05-16 09:03:00,paid
t0002489,c03232,p0013,29.74,MXN,2025-08-06 13:14:00,paid
t0002490,c01210,p0033,108.06,USD,2025-03-22 00:42:00,paid
t0002491,c02081,p0093,50.7,USD,2025-04-28 00:37:00,Paid
t0002492,c01904,p0039,37.0,USD,2025-01-13 13:55:00,paid
t0002493,c03135,p0080,€124.16,EUR,2025-06-30 16:35:00,paid
t0002494,c03307,p0001,7.8,EUR,2025-08-03 11:25:00,refunded
t0002495,c00573,p0112,231.44,EUR,2025-01-21 12:22:00,paid
t0002496,c02094,p0066,60.8,EUR,2025-01-16 15:39:00,refunded
t0002497,c03054,p0026,33.72,EUR,2025-01-27 21:53:00,Refunded
t0002498,c03147,p0093,39.07,USD,2025-03-01 21:44:00,paid
t0002499,c01765,p0069,115.74,BRL,2025-03-04 18:53:00,paid
t0002500,c00591,p0036,40.97,MXN,2025-09-30 20:21:00,paid
t0002501,c02875,p0087,17.03,EUR,2025-09-16 19:25:00,refunded
t0002502,c00373,p0045,37.13,EUR,2025-08-23 11:03:00,paid
t0002503,c02534,p0075,28.43,USD,2025-09-29 21:43:00,paid
t0002504,c00150,p0094,102.28,USD,2025-07-31 19:29:00,paid
t0002505,c00461,p0081,25.84,MXN,2025-01-21 22:04:00,paid
t0002506,c02974,p0050,186.99,BRL,2025-01-12 13:29:00,paid
t0002507,c02493,p0062,20.24,USD,2025-07-18 11:35:00,paid
t0002508,c00191,p0106,18.64,USD,2025-03-22 12:11:00,cancelled
t0002509,c01335,p0036,31.21,BRL,2025-03-04 20:01:00,paid
t0002510,c02933,p0111,$42.4,MXN,2025-08-04 11:14:00,paid
t0002511,c00851,p0056,92.47,USD,2025-08-22 12:30:00,paid
t0002512,c01816,p0101,161.01,USD,2025-02-20 15:10:00,Paid
t0002513,c03196,p0117,47.18,USD,2025-07-08 22:28:00,paid
t0002514,c03413,p0011,266.53,USD,2025-02-20 19:41:00,paid
t0002515,c00309,p0091,144.0,EUR,2025-07-16 09:43:00,paid
t0002516,c00816,p0114,49.63,USD,2025-04-16 12:07:00,PAID
t0002517,c02485,p0080,161.55,MXN,2025-07-27 15:12:00,paid
t0002518,c02943,p0031,177.26,EUR,2025-08-02 00:24:00,paid
t0002519,c00087,p0026,32.96,USD,2025-05-08 11:08:00,Paid
t0002520,c03302,p0091,155.63,USD,2025-03-17 12:23:00,paid
t0002521,c01603,p0094,50.27,EUR,2025-08-22 14:31:00,refunded
t0002522,c00697,p0046,22.95,USD,2025-08-26 11:39:00,paid
t0002523,c00794,p0077,35.21,USD,2025-04-12 08:12:00,paid
t0002524,c00139,p0080,193.65,USD,2025-09-21 21:16:00,paid
t0002525,c01915,p0008,14.0,EUR,2025-03-29 18:25:00,paid
t0002526,c02975,p0027,246.68,USD,2025-08-03 21:03:00,paid
t0002527,c00592,p0047,9.56,MXN,2025-04-11 07:59:00,paid
t0002528,c01239,p0025,38.59,USD,2025-05-29 21:00:00,paid
t0002529,c00599,p0003,46.77,USD,2025-09-16 12:08:00,paid
t0002530,c02498,p0119,19.88,BRL,2025-01-27 00:59:00,refunded
t0002531,c00368,p0087,53.34,USD,2025-03-23 20:24:00,paid
t0002532,c00355,p0106,18.64,MXN,2025-07-08 19:01:00,paid
t0002533,c01596,p0078,153.98,BRL,2025-06-07 06:06:00,paid
t0002534,c01657,p0064,18.4,USD,2025-08-06 23:44:00,paid
t0002535,c03325,p0008,$69.62,USD,2025-05-10 10:57:00,paid
t0002536,c02302,p0049,37.28,MXN,2025-04-05 20:10:00,paid
t0002537,c03429,p0113,46.07,USD,2025-04-29 14:22:00,refunded
t0002538,c00708,p0118,159.14,USD,2025-06-19 10:33:00,paid
t0002539,c00873,p0107,84.93,USD,2025-09-29 00:14:00,paid
t0002540,c01922,p0017,18.05,USD,2025-09-14 23:18:00,paid
t0002541,c03021,p0091,222.14,EUR,2025-09-22 12:35:00,cancelled
t0002542,c03229,p0073,309.08,USD,2025-04-10 10:04:00,paid
t0002543,c01289,p0004,73.33,USD,2025-09-19 22:53:00,paid
t0002544,c03393,p0052,23.84,USD,2025-01-24 19:40:00,paid
t0002545,c03462,p0001,$39.87,BRL,2025-02-25 21:28:00,paid
t0002546,c00791,p0044,36.69,BRL,2025-03-26 11:57:00,paid
t0002547,c01124,p0104,24.96,USD,2025-03-29 10:15:00,paid
t0002548,c00499,p0077,32.88,EUR,2025-04-22 21:57:00,paid
t0002549,c00162,p0030,278.23,MXN,2025-09-05 16:36:00,paid
t0002550,c01028,p0026,84.84,EUR,2025-09-11 14:37:00,paid
t0002551,c01245,p0014,€14.78,USD,2025-04-16 03:09:00,paid
t0002552,c00441,p0022,203.57,MXN,2025-02-04 15:29:00,paid
t0002553,c00862,p0030,152.71,USD,2025-05-22 19:11:00,paid
t0002554,c00026,p0006,217.15,USD,2025-03-18 10:36:00,cancelled
t0002555,c02416,p0052,20.46,USD,2025-05-12 13:06:00,paid
t0002556,c00767,p0026,296.92,USD,2025-05-26 00:42:00,paid
t0002557,c00917,p0018,87.6,USD,2025-07-11 00:56:00,paid
t0002558,c02650,p0054,12.48,USD,2025-01-06 22:58:00,paid
t0002559,c03002,p0064,7.71,USD,2025-01-14 19:26:00,paid
t0002560,c02639,p0038,228.21,EUR,2025-01-24 20:13:00,paid
t0002561,c01816,p0079,17.19,USD,2025-02-05 07:50:00,paid
t0002562,c01507,p0052,23.1,USD,2025-09-28 14:39:00,paid
t0002563,c02513,p0102,114.56,USD,2025-01-18 01:36:00,paid
t0002564,c02424,p0018,82.08,USD,2025-04-10 23:07:00,paid
t0002565,c02610,p0083,13.81,USD,2025-01-21 01:57:00,Paid
t0002566,c00798,p0095,80.75,USD,2025-04-13 10:59:00,paid
t0002567,c01506,p0091,243.42,EUR,2025-07-07 21:15:00,refunded
t0002568,c01891,p0091,84.69,BRL,2025-06-18 07:37:00,refunded
t0002569,c00152,p0026,13.47,EUR,2025-08-07 22:40:00,paid
t0002570,c01312,p0099,409.87,BRL,2025-04-18 11:05:00,paid
t0002571,c01107,p0010,24.32,USD,2025-04-10 06:29:00,paid
t0002572,c01940,p0016,201.75,USD,2025-01-23 22:52:00,refunded
t0002573,c00909,p0069,461.34,EUR,2025-08-02 07:42:00,paid
t0002574,c01028,p0067,483.03,USD,2025-01-05 18:21:00,refunded
t0002575,c03117,p0074,45.34,MXN,2025-06-10 09:57:00,refunded
t0002576,c02024,p0109,32.2,BRL,2025-09-30 10:08:00,paid
t0002577,c00450,p0004,69.51,MXN,2025-03-06 11:02:00,refunded
t0002578,c03050,p0003,54.26,EUR,2025-07-14 10:05:00,paid
t0002579,c01676,p0114,56.06,EUR,2025-07-03 16:12:00,paid
t0002580,c01506,p0085,36.24,USD,2025-03-24 11:34:00,paid
t0002581,c02432,p0072,114.13,USD,2025-06-05 09:23:00,refunded
t0002582,c00470,p0052,16.4,USD,2025-04-03 10:26:00,refunded
t0002583,c01223,p0081,19.58,USD,2025-09-18 14:57:00,refunded
t0002584,c01828,p0035,77.7,USD,2025-03-04 12:22:00,Refunded
t0002585,c02305,p0057,188.52,USD,2025-05-26 01:28:00,paid
t0002586,c01711,p0022,99.41,USD,2025-01-08 11:07:00,PAID
t0002587,c03320,p0029,141.75,EUR,2025-01-19 10:33:00,cancelled
t0002588,c01632,p0111,"$10,58",USD,2025-04-05 11:30:00,paid
t0002589,c02557,p0017,21.86,USD,2025-07-02 08:42:00,refunded
t0002590,c02985,p0048,45.24,USD,2025-08-25 19:49:00,refunded
t0002591,c03067,p0096,43.6,USD,2025-04-10 14:28:00,paid
t0002592,c03222,p0035,51.87,USD,2025-04-22 10:18:00,refunded
t0002593,c01917,p0098,113.93,USD,2025-02-22 09:28:00,paid
t0002594,c00196,p0069,249.32,USD,2025-03-03 09:42:00,paid
t0002595,c02993,p0078,255.46,USD,2025-09-07 10:52:00,Paid
t0002596,c00099,p0118,204.87,EUR,2025-03-24 12:52:00,refunded
t0002597,c00410,p0098,77.64,USD,2025-07-02 21:19:00,paid
t0002598,c03187,p0058,271.54,EUR,2025-08-20 20:39:00,paid
t0002599,c02946,p0035,26.36,USD,2025-05-03 19:45:00,paid
t0002600,c01766,p0037,24.07,USD,2025-05-26 06:58:00,paid
t0002601,c03422,p0100,"€258,5",EUR,2025-02-02 21:25:00,paid
t0002602,c00960,p0028,92.13,USD,2025-08-25 17:51:00,paid
t0002603,c00327,p0081,66.62,USD,2025-08-01 10:16:00,paid
t0002604,c02899,p0057,151.0,USD,2025-07-26 16:49:00,paid
t0002605,c02364,p0044,38.62,USD,2025-06-03 12:35:00,paid
